"name","primaryColor","sessionId","rating"
"Fido (Diamond Dogs)","#98acba","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Nightmare Moon","#000406","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Gilda","#af9246","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Cockatrice","#378f90","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Twilight Sparkle","#cc93dd","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Queen Chrysalis","#313131","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Twilight Sparkle","#cc93dd","b0f9cd35-6ef8-439e-9274-ab7c849f62b3","SKIPPED"
"Flim Flam Brothers","#efefa6","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"King Sombra","#4e4e4e","b0f9cd35-6ef8-439e-9274-ab7c849f62b3","SKIPPED"
"The Hydra","#b5883f","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"The Hydra","#b5883f","b0f9cd35-6ef8-439e-9274-ab7c849f62b3","SKIPPED"
"Yona","#d1b982","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Parasprites","#428ec2","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Spike","#c391c6","b0f9cd35-6ef8-439e-9274-ab7c849f62b3","SKIPPED"
"Daring Do","#d9bf61","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Storm King","#706d86","b0f9cd35-6ef8-439e-9274-ab7c849f62b3","SKIPPED"
"Chimera","#dc7c30","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Daring Do","#d9bf61","b0f9cd35-6ef8-439e-9274-ab7c849f62b3","SKIPPED"
"Flutterbat","#babea3","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Starlight Glimmer","#edbcf3","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Garble","#981926","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Smolder","#e29c25","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Princess Luna","#6265bb","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Pinkie Pie","#f9b8d2","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Storm King","#706d86","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Cherilee","#b26693","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Vampire Fruit Bat","#5e5957","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Pony of Shadows","#424242","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Princess Cadance","#f9c3e4","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Rarity","#edeef9","a3b51e8e-5439-4729-a777-59f4024ce7d2","SKIPPED"
"Starlight Glimmer","#edbcf3","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Thorax","#292929","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Mrs. Cake","#90eeff","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Babs Seed","#e0a145","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Nightmare Moon","#000406","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Silver Spoon","#a2b4c2","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Big McIntosh","#d9385a","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Storm King","#706d86","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Princess Celestia","#fcf7f9","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Mane-iac","#7763a5","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Cherilee","#b26693","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Garble","#981926","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Mayor Mare","#d8c7a0","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Sunset Shimmer","#fecf69","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Queen Chrysalis","#313131","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Fido (Diamond Dogs)","#98acba","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Princess Luna","#6265bb","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Capper Dapperpaws","#d1873d","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Parasprites","#428ec2","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Grogar","#2286d8","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Silverstream","#f9d8fa","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Daybreaker","#fff4e3","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Mr. Cake","#f0e93d","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Changelings","#2b2b2b","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Rover (Diamond Dogs)","#939393","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Yona","#d1b982","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Spoiled Rich","#dd9ca4","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Cockatrice","#378f90","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Cozy Glow","#fbd8d3","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Flim Flam Brothers","#efefa6","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Flutterbat","#babea3","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Queen Novo","#f8ebf5","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Shining Armor","#f0f0f0","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Filthy Rich","#d4bb80","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Rarity","#edeef9","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Tirek","#a12e45","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Pinkie Pie","#f9b8d2","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Diamond Tiara","#fbc3ff","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Windigos","#6da8bd","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Rainbow Dash","#b3e8fe","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Apple Bloom","#f3f49b","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Tantabus","#000031","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Pony of Shadows","#424242","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Spot (Diamond Dogs)","#b7a384","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Daring Do","#d9bf61","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Fluttershy","#fdf6af","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Vampire Fruit Bat","#5e5957","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"Gladmane","#7f74c1","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Chimera","#dc7c30","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Grubber","#465162","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Discord","#68413d","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Sweetie Belle","#ede8ee","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Twilight Sparkle","#cc93dd","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Applejack","#faba62","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Granny Smith","#d2f391","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_NICE"
"The Hydra","#b5883f","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Braeburn","#f4eb88","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Timberwolves","#3d2e21","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_MEAN"
"Nurse Redheart","#ffffff","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","NEITHER_NICE_NOR_MEAN"
"Trixie Lulamoon","#70ade0","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Scootaloo","#f9b864","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"Maud Pie","#b8b7be","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","VERY_NICE"
"King Sombra","#4e4e4e","42e54776-e8dc-40dc-94ef-c6a06ccbfc30","SOMEWHAT_MEAN"
"Discord","#68413d","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_NICE"
"Garble","#981926","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","VERY_MEAN"
"Rarity","#edeef9","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_MEAN"
"Shadowbolts","#32323c","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_NICE"
"Maud Pie","#b8b7be","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","VERY_NICE"
"Nightmare Moon","#000406","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","VERY_NICE"
"Pinkie Pie","#f9b8d2","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","VERY_NICE"
"Queen Novo","#f8ebf5","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","NEITHER_NICE_NOR_MEAN"
"Applejack","#faba62","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","NEITHER_NICE_NOR_MEAN"
"Thorax","#292929","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_NICE"
"Smolder","#e29c25","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","NEITHER_NICE_NOR_MEAN"
"Nurse Redheart","#ffffff","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","NEITHER_NICE_NOR_MEAN"
"Fluttershy","#fdf6af","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","VERY_NICE"
"Sunset Shimmer","#fecf69","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_NICE"
"Princess Cadance","#f9c3e4","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_MEAN"
"Scootaloo","#f9b864","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","VERY_NICE"
"Cherilee","#b26693","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_NICE"
"Chimera","#dc7c30","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_MEAN"
"Spike","#c391c6","293a0c95-0e2e-4448-8be5-eb43ae3d0556","SKIPPED"
"Diamond Tiara","#fbc3ff","293a0c95-0e2e-4448-8be5-eb43ae3d0556","VERY_MEAN"
"Yona","#d1b982","293a0c95-0e2e-4448-8be5-eb43ae3d0556","VERY_NICE"
"Cockatrice","#378f90","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_MEAN"
"Grogar","#2286d8","293a0c95-0e2e-4448-8be5-eb43ae3d0556","SOMEWHAT_MEAN"
"Spot (Diamond Dogs)","#b7a384","293a0c95-0e2e-4448-8be5-eb43ae3d0556","SOMEWHAT_MEAN"
"Granny Smith","#d2f391","293a0c95-0e2e-4448-8be5-eb43ae3d0556","VERY_NICE"
"The Hydra","#b5883f","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_MEAN"
"Grubber","#465162","f55572c3-c9f6-4c06-a5e3-4d6814fcfdb9","SOMEWHAT_MEAN"
"Windigos","#6da8bd","b7b20db1-a82e-4267-8a23-1fc7e620b45f","SKIPPED"
"Tantabus","#000031","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Mrs. Cake","#90eeff","b7b20db1-a82e-4267-8a23-1fc7e620b45f","SOMEWHAT_NICE"
"Rainbow Dash","#b3e8fe","b7b20db1-a82e-4267-8a23-1fc7e620b45f","SOMEWHAT_NICE"
"Wind Rider","#a9d6e7","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Spoiled Rich","#dd9ca4","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Big McIntosh","#d9385a","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Mr. Cake","#f0e93d","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Princess Cadance","#f9c3e4","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Garble","#981926","b7b20db1-a82e-4267-8a23-1fc7e620b45f","SOMEWHAT_MEAN"
"Apple Bloom","#f3f49b","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Silverstream","#f9d8fa","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Capper Dapperpaws","#d1873d","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Flutterbat","#babea3","b7b20db1-a82e-4267-8a23-1fc7e620b45f","NEITHER_NICE_NOR_MEAN"
"Flim Flam Brothers","#efefa6","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Fluttershy","#fdf6af","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Spike","#c391c6","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"King Sombra","#4e4e4e","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Pony of Shadows","#424242","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Shining Armor","#f0f0f0","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Queen Novo","#f8ebf5","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Braeburn","#f4eb88","b7b20db1-a82e-4267-8a23-1fc7e620b45f","NEITHER_NICE_NOR_MEAN"
"Timberwolves","#3d2e21","b7b20db1-a82e-4267-8a23-1fc7e620b45f","SOMEWHAT_MEAN"
"Rover (Diamond Dogs)","#939393","b7b20db1-a82e-4267-8a23-1fc7e620b45f","SOMEWHAT_MEAN"
"Cozy Glow","#fbd8d3","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Queen Chrysalis","#313131","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Grubber","#465162","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_MEAN"
"Princess Luna","#6265bb","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Scootaloo","#f9b864","b7b20db1-a82e-4267-8a23-1fc7e620b45f","VERY_NICE"
"Rarity","#edeef9","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Queen Chrysalis","#313131","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_MEAN"
"Spike","#c391c6","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Princess Luna","#6265bb","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Filthy Rich","#d4bb80","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Fido (Diamond Dogs)","#98acba","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Mr. Cake","#f0e93d","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Princess Celestia","#fcf7f9","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Storm King","#706d86","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_MEAN"
"Sweetie Belle","#ede8ee","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Mrs. Cake","#90eeff","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Nightmare Moon","#000406","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Starlight Glimmer","#edbcf3","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Pinkie Pie","#f9b8d2","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Gilda","#af9246","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Big McIntosh","#d9385a","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Discord","#68413d","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Tempest Shadow","#52284c","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Thorax","#292929","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Daybreaker","#fff4e3","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_MEAN"
"Capper Dapperpaws","#d1873d","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Apple Bloom","#f3f49b","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Cockatrice","#378f90","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Nurse Redheart","#ffffff","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Twilight Sparkle","#cc93dd","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Sunset Shimmer","#fecf69","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Tirek","#a12e45","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_MEAN"
"Pony of Shadows","#424242","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Wind Rider","#a9d6e7","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Diamond Tiara","#fbc3ff","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Spoiled Rich","#dd9ca4","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_MEAN"
"Shadowbolts","#32323c","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Flim Flam Brothers","#efefa6","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Cherilee","#b26693","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Vampire Fruit Bat","#5e5957","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Smolder","#e29c25","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Fluttershy","#fdf6af","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Grubber","#465162","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Granny Smith","#d2f391","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Garble","#981926","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Shining Armor","#f0f0f0","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"The Hydra","#b5883f","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Trixie Lulamoon","#70ade0","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Scootaloo","#f9b864","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Tantabus","#000031","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Parasprites","#428ec2","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Cozy Glow","#fbd8d3","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_MEAN"
"Yona","#d1b982","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Gladmane","#7f74c1","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Babs Seed","#e0a145","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Mane-iac","#7763a5","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Applejack","#faba62","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Silver Spoon","#a2b4c2","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Changelings","#2b2b2b","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Mayor Mare","#d8c7a0","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Grogar","#2286d8","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Braeburn","#f4eb88","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Chimera","#dc7c30","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Daring Do","#d9bf61","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Timberwolves","#3d2e21","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Maud Pie","#b8b7be","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Princess Cadance","#f9c3e4","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Rainbow Dash","#b3e8fe","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Spot (Diamond Dogs)","#b7a384","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Flutterbat","#babea3","6f17591b-02c3-42b7-a4a0-b26edbb9b863","NEITHER_NICE_NOR_MEAN"
"Rover (Diamond Dogs)","#939393","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Queen Novo","#f8ebf5","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_NICE"
"Windigos","#6da8bd","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"King Sombra","#4e4e4e","6f17591b-02c3-42b7-a4a0-b26edbb9b863","SOMEWHAT_MEAN"
"Silverstream","#f9d8fa","6f17591b-02c3-42b7-a4a0-b26edbb9b863","VERY_NICE"
"Tantabus","#000031","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Silver Spoon","#a2b4c2","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Apple Bloom","#f3f49b","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Nurse Redheart","#ffffff","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Smolder","#e29c25","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Mr. Cake","#f0e93d","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Tirek","#a12e45","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Mane-iac","#7763a5","ec6830d1-8670-4282-acc9-11d4e5f49bb2","SOMEWHAT_MEAN"
"Granny Smith","#d2f391","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Mrs. Cake","#90eeff","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Thorax","#292929","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Sweetie Belle","#ede8ee","ec6830d1-8670-4282-acc9-11d4e5f49bb2","VERY_NICE"
"Daring Do","#d9bf61","a3f85a40-1997-49cf-add4-c23370580ec5","SKIPPED"
"Fluttershy","#fdf6af","a3f85a40-1997-49cf-add4-c23370580ec5","VERY_NICE"
"Princess Celestia","#fcf7f9","ec6830d1-8670-4282-acc9-11d4e5f49bb2","VERY_NICE"
"Maud Pie","#b8b7be","dd81c097-e1ea-4a6c-8895-efb95adf0700","SOMEWHAT_MEAN"
"Mr. Cake","#f0e93d","dd81c097-e1ea-4a6c-8895-efb95adf0700","VERY_NICE"
"Parasprites","#428ec2","dd81c097-e1ea-4a6c-8895-efb95adf0700","SOMEWHAT_MEAN"
"Rainbow Dash","#b3e8fe","dd81c097-e1ea-4a6c-8895-efb95adf0700","SOMEWHAT_MEAN"
"Shadowbolts","#32323c","dd81c097-e1ea-4a6c-8895-efb95adf0700","SKIPPED"
"Shining Armor","#f0f0f0","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","VERY_NICE"
"Thorax","#292929","dd81c097-e1ea-4a6c-8895-efb95adf0700","SOMEWHAT_MEAN"
"Changelings","#2b2b2b","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","NEITHER_NICE_NOR_MEAN"
"Scootaloo","#f9b864","dd81c097-e1ea-4a6c-8895-efb95adf0700","SOMEWHAT_NICE"
"Rainbow Dash","#b3e8fe","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","VERY_NICE"
"Gladmane","#7f74c1","dd81c097-e1ea-4a6c-8895-efb95adf0700","SKIPPED"
"Discord","#68413d","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","SOMEWHAT_NICE"
"Apple Bloom","#f3f49b","dd81c097-e1ea-4a6c-8895-efb95adf0700","NEITHER_NICE_NOR_MEAN"
"Mayor Mare","#d8c7a0","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","VERY_NICE"
"Mrs. Cake","#90eeff","dd81c097-e1ea-4a6c-8895-efb95adf0700","VERY_NICE"
"Spike","#c391c6","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","VERY_NICE"
"King Sombra","#4e4e4e","dd81c097-e1ea-4a6c-8895-efb95adf0700","VERY_MEAN"
"Tirek","#a12e45","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","VERY_MEAN"
"The Hydra","#b5883f","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","NEITHER_NICE_NOR_MEAN"
"Timberwolves","#3d2e21","39b5032a-4e2e-4b36-8ebd-26edeb305e6f","NEITHER_NICE_NOR_MEAN"
